product_name,product_price,product_price_new,product_size,product_color,pid,url,currency,new,active,date_scrapped
Exceed CF 6,2349.0,2399.0,L,Team Alpecin-Fenix,50029698_0001063118,https://www.canyon.com/fr-be/promo-velos/vtt/exceed-cf-6/50029698.html,€,False,True,2022-03-13 05:00:19.368078
Neuron 7 WMN,2649.0,2699.0,M,Dipped Summit,50029992_0001063050,https://www.canyon.com/fr-be/promo-velos/vtt/neuron-7-wmn/50029992.html,€,False,True,2022-03-13 05:00:19.368078
Endurace:ON 7.0,2699.0,2999.0,M,Asphalt Black,50017964_0001063102,https://www.canyon.com/fr-be/promo-velos/electriques/endurace-on-7.0/50017964.html,€,False,True,2022-03-13 05:00:19.368078
Exceed CF 7,2849.0,2899.0,L,Quick Silver,50029907_0001062941,https://www.canyon.com/fr-be/promo-velos/vtt/exceed-cf-7/50029907.html,€,False,True,2022-03-13 05:00:19.368078
Endurace CF 7 eTap,2949.0,2999.0,S,Stealth,50030175_0001063140,https://www.canyon.com/fr-be/promo-velos/route/endurace-cf-7-etap/50030175.html,€,False,True,2022-03-13 05:00:19.368078
Endurace CF 7 All-Road,2949.0,2999.0,M,Space Blue,50030248_0001063024,https://www.canyon.com/fr-be/promo-velos/route/endurace-cf-7-all-road/50030248.html,€,False,True,2022-03-13 05:00:19.368078
Grizl CF SL 8,3049.0,3199.0,M,Matcha Splash,50024703_0001063110,https://www.canyon.com/fr-be/promo-velos/gravel/grizl-cf-sl-8/50024703.html,€,False,True,2022-03-13 05:00:19.368078
Inflite CF SL 8,3049.0,3399.0,XS,hot mint,50024567_0001062942,https://www.canyon.com/fr-be/promo-velos/route/inflite-cf-sl-8/50024567.html,€,False,True,2022-03-13 05:00:19.368078
Endurace WMN CF SL 8.0 Di2,3099.0,3399.0,3XS,Burgundy Tinted,50024593_0001063037,https://www.canyon.com/fr-be/promo-velos/route/endurace-wmn-cf-sl-8.0-di2/50024593.html,€,False,True,2022-03-13 05:00:19.368078
Pathlite:ON 7,3249.0,3399.0,S,Stealth,50023726_0001063077,https://www.canyon.com/fr-be/outlet/fitness-bikes/pathlite-on-7/50023726.html,€,False,True,2022-03-13 05:00:19.368078
Speedmax CF 7 Disc,3249.0,3299.0,M,Stealth,50030269_0001063129,https://www.canyon.com/fr-be/promo-velos/route/speedmax-cf-7-disc/50030269.html,€,False,True,2022-03-13 05:00:19.368078
Pathlite:ON 7,3249.0,3399.0,M,Stealth,50019482_0001063013,https://www.canyon.com/fr-be/outlet/fitness-bikes/pathlite-on-7/50019482.html,€,False,True,2022-03-13 05:00:19.368078
Roadlite:ON 7,3249.0,3399.0,XL,Light Grey,50023807_0001063018,https://www.canyon.com/fr-be/outlet/fitness-bikes/roadlite-on-7/50023807.html,€,False,True,2022-03-13 05:00:19.368078
Pathlite:ON 7,3249.0,3399.0,L,Stealth,50019483_0001063072,https://www.canyon.com/fr-be/outlet/fitness-bikes/pathlite-on-7/50019483.html,€,False,True,2022-03-13 05:00:19.368078
Endurace CF SL 7 eTAP,3449.0,3499.0,S,Frozen Yellow,50030247_0001062934,https://www.canyon.com/fr-be/promo-velos/route/endurace-cf-sl-7-etap/50030247.html,€,False,True,2022-03-13 05:00:19.368078
Neuron CF 9 SL,3799.0,3999.0,L,Stealth,50019462_0001062913,https://www.canyon.com/fr-be/promo-velos/vtt/neuron-cf-9-sl/50019462.html,€,False,True,2022-03-13 05:00:19.368078
Endurace CF SL Disc 8.0 RCH,3799.0,4199.0,XL,Stealth,50029637_0001060997,https://www.canyon.com/fr-be/promo-velos/route/endurace-cf-sl-disc-8.0-rch/50029637.html,€,False,True,2022-03-13 05:00:19.368078
Strive CF 8,3849.0,4199.0,M,Stealth,50029888_0001062927,https://www.canyon.com/fr-be/promo-velos/vtt/strive-cf-8/50029888.html,€,False,True,2022-03-13 05:00:19.368078
Strive CF 8,3849.0,4199.0,M,X-Ray,50024571_0001062947,https://www.canyon.com/fr-be/promo-velos/vtt/strive-cf-8/50024571.html,€,False,True,2022-03-13 05:00:19.368078
Strive CF 8,3849.0,4199.0,L,X-Ray,50026541_0001063017,https://www.canyon.com/fr-be/promo-velos/vtt/strive-cf-8/50026541.html,€,False,True,2022-03-13 05:00:19.368078
Endurace CF SL 8 Di2,3849.0,3999.0,M,Frozen Yellow,50030254_0001063026,https://www.canyon.com/fr-be/promo-velos/route/endurace-cf-sl-8-di2/50030254.html,€,False,True,2022-03-13 05:00:19.368078
Strive CF 8,3949.0,4199.0,XL,X-Ray,50022205_0001063020,https://www.canyon.com/fr-be/promo-velos/vtt/strive-cf-8/50022205.html,€,False,True,2022-03-13 05:00:19.368078
Lux Trail CF 7,4099.0,4299.0,M,Columbia Blue,50030244_0001062930,https://www.canyon.com/fr-be/promo-velos/vtt/lux-trail-cf-7/50030244.html,€,False,True,2022-03-13 05:00:19.368078
Torque 29 CF 7,4099.0,4199.0,L,Exhaust Black,50030011_0001063137,https://www.canyon.com/fr-be/promo-velos/vtt/torque-29-cf-7/50030011.html,€,False,True,2022-03-13 05:00:19.368078
Precede:ON CF 9,4349.0,4999.0,M,Champagne,50024771_0001063035,https://www.canyon.com/fr-be/outlet/urban-bikes/precede-on-cf-9/50024771.html,€,False,True,2022-03-13 05:00:19.368078
Spectral:ON CF 6,4449.0,4699.0,XL,Shades of Lime,50029972_0001063021,https://www.canyon.com/fr-be/promo-velos/electriques/spectral-on-cf-6/50029972.html,€,False,True,2022-03-13 05:00:19.368078
Pathlite:ON 9.0,4549.0,4999.0,M,Tundra Green,50019748_0001063014,https://www.canyon.com/fr-be/outlet/fitness-bikes/pathlite-on-9.0/50019748.html,€,False,True,2022-03-13 05:00:19.368078
Grail:ON CF 8,4699.0,5299.0,XL,Cloud Grey,50019542_0001063039,https://www.canyon.com/fr-be/promo-velos/electriques/grail-on-cf-8/50019542.html,€,False,True,2022-03-13 05:00:19.368078
Endurace CF SL 8 Disc eTap,4699.0,4799.0,2XL,Stealth Grey,50030251_0001063023,https://www.canyon.com/fr-be/promo-velos/route/endurace-cf-sl-8-disc-etap/50030251.html,€,False,True,2022-03-13 05:00:19.368078
Grizl CF SLX 8 eTap Suspension,4749.0,4999.0,S,Grape Explosion,50029820_0001063120,https://www.canyon.com/fr-be/promo-velos/gravel/grizl-cf-slx-8-etap-suspension/50029820.html,€,False,True,2022-03-13 05:00:19.368078
Sender CFR,5099.0,5499.0,M,Stealth,50030171_0001062939,https://www.canyon.com/fr-be/promo-velos/vtt/sender-cfr/50030171.html,€,False,True,2022-03-13 05:00:19.368078
Endurace CF SLX Disc 8.0 ETAP,5099.0,5499.0,S,Stealth,50014359_0001062807,https://www.canyon.com/fr-be/promo-velos/route/endurace-cf-slx-disc-8.0-etap/50014359.html,€,False,True,2022-03-13 05:00:19.368078
Grail CF SLX 8 Di2,5099.0,5199.0,M,Forest Fade,50030246_0001062933,https://www.canyon.com/fr-be/promo-velos/gravel/grail-cf-slx-8-di2/50030246.html,€,False,True,2022-03-13 05:00:19.368078
Spectral 29 CF 9,5699.0,5799.0,L,Big Bamboo,50029749_0001063080,https://www.canyon.com/fr-be/promo-velos/vtt/spectral-29-cf-9/50029749.html,€,False,True,2022-03-13 05:00:19.368078
Speedmax CF 8 Disc Di2,5899.0,5999.0,M,Off White,50030252_0001063019,https://www.canyon.com/fr-be/promo-velos/vtt/speedmax-cf-8-disc-di2/50030252.html,€,False,True,2022-03-13 05:00:19.368078
Endurace CF SLX 9 Di2,7499.0,7799.0,L,Stealth,50030231_0001062918,https://www.canyon.com/fr-be/promo-velos/route/endurace-cf-slx-9-di2/50030231.html,€,False,True,2022-03-13 05:00:19.368078
Roadlite:ON 7,3249.0,3399.0,L,Light Grey,50023804_0001056550,https://www.canyon.com/fr-be/outlet/fitness-bikes/roadlite-on-7/50023804.html,€,False,True,2022-03-14 05:00:12.422429
Roadlite:ON 7,3349.0,3399.0,M,Light Grey,50023722_0001062598,https://www.canyon.com/fr-be/outlet/fitness-bikes/roadlite-on-7/50023722.html,€,False,True,2022-03-15 05:00:08.948546
Speedmax CF 8 Disc,3999.0,4199.0,M,Flash Yellow,50029983_0001062622,https://www.canyon.com/fr-be/promo-velos/route/speedmax-cf-8-disc/50029983.html,€,False,True,2022-03-15 05:00:08.948546
Neuron CF LTD,4649.0,4999.0,L,Limited Black,50019270_0001062916,https://www.canyon.com/fr-be/promo-velos/vtt/neuron-cf-ltd/50019270.html,€,False,True,2022-03-15 05:00:08.948546
Torque Mullet CF Fabio Wibmer,5699.0,5799.0,L,Shockwaves,50030121_0001062593,https://www.canyon.com/fr-be/promo-velos/vtt/torque-mullet-cf-fabio-wibmer/50030121.html,€,False,True,2022-03-16 05:00:10.895943
Roadlite:ON 7,3349.0,3399.0,M,Light Grey,50023722_0001062748,https://www.canyon.com/fr-be/outlet/fitness-bikes/roadlite-on-7/50023722.html,€,False,True,2022-03-17 05:00:10.334481
Inflite CF SL 8,3349.0,3499.0,L,Frikandel Orange,50026525_0001063112,https://www.canyon.com/fr-be/promo-velos/route/inflite-cf-sl-8/50026525.html,€,False,True,2022-03-17 05:00:10.334481
Inflite CF SLX 9,3849.0,4199.0,L,Super Pink,50024575_0001062339,https://www.canyon.com/fr-be/promo-velos/route/inflite-cf-slx-9/50024575.html,€,False,True,2022-03-17 05:00:10.334481
Torque 29 CF 7,4099.0,4199.0,XL,Kurkuma Kingdom,50029949_0001061883,https://www.canyon.com/fr-be/promo-velos/vtt/torque-29-cf-7/50029949.html,€,False,True,2022-03-17 05:00:10.334481
Grail CF SLX 8 Di2,5099.0,5199.0,M,Forest Fade,50030246_0001062935,https://www.canyon.com/fr-be/promo-velos/gravel/grail-cf-slx-8-di2/50030246.html,€,False,True,2022-03-17 05:00:10.334481
Speedmax CF 8 Disc Di2,5899.0,5999.0,M,Off White,50030252_0001063019,https://www.canyon.com/fr-be/speedmax-cf-8-disc-di2/50030252.html,€,False,True,2022-03-17 05:00:10.334481
Ultimate CFR Disc eTap,8349.0,8499.0,M,Rainbow Reflectiv,50029974_0001061626,https://www.canyon.com/fr-be/promo-velos/route/ultimate-cfr-disc-etap/50029974.html,€,False,True,2022-03-17 05:00:10.334481
Commuter 5 WMN,1019.0,1099.0,XS,Mustard,50024664_0001063029,https://www.canyon.com/fr-be/outlet/urban-bikes/commuter-5-wmn/50024664.html,€,False,True,2022-03-19 05:00:29.153302
Endurace 7 RB,1249.0,1299.0,S,Stealth,50030181_0001063414,https://www.canyon.com/fr-be/promo-velos/route/endurace-7-rb/50030181.html,€,False,True,2022-03-19 05:00:29.153302
Grand Canyon 8 WMN,1299.0,1449.0,XS,Unicorn White,50019001_0001063256,https://www.canyon.com/fr-be/promo-velos/vtt/grand-canyon-8-wmn/50019001.html,€,False,True,2022-03-19 05:00:29.153302
Stitched 360 Pro,1349.0,1499.0,L,Storm Grey,50019469_0001063248,https://www.canyon.com/fr-be/promo-velos/vtt/stitched-360-pro/50019469.html,€,False,True,2022-03-19 05:00:29.153302
Stitched 360 Pro,1369.0,1499.0,S,Storm Grey,50019050_0001063028,https://www.canyon.com/fr-be/promo-velos/vtt/stitched-360-pro/50019050.html,€,False,True,2022-03-19 05:00:29.153302
Pathlite 7 WMN,1499.0,1599.0,XS,Shadow Grey,50023793_0001063408,https://www.canyon.com/fr-be/outlet/fitness-bikes/pathlite-7-wmn/50023793.html,€,False,True,2022-03-19 05:00:29.153302
Roadlite CF 8 WMN,1699.0,1799.0,S,Light Grey,50019428_0001063122,https://www.canyon.com/fr-be/outlet/fitness-bikes/roadlite-cf-8-wmn/50019428.html,€,False,True,2022-03-19 05:00:29.153302
Roadlite CF 8 WMN,1699.0,1799.0,L,Light Grey,50024520_0001063030,https://www.canyon.com/fr-be/outlet/fitness-bikes/roadlite-cf-8-wmn/50024520.html,€,False,True,2022-03-19 05:00:29.153302
Exceed CF SL 6.9 Pro Race,1799.0,2299.0,M,topeak-ergon racing team,161153_0001061439,https://www.canyon.com/fr-be/promo-velos/vtt/exceed-cf-sl-6.9-pro-race/161153.html,€,False,True,2022-03-19 05:00:29.153302
Grizl 7 Suspension,1949.0,1999.0,2XL,Matcha,50030270_0001063125,https://www.canyon.com/fr-be/promo-velos/gravel/grizl-7-suspension/50030270.html,€,False,True,2022-03-19 05:00:29.153302
Grail 7 eTap,2099.0,2199.0,2XS,Forest,50030272_0001063134,https://www.canyon.com/fr-be/promo-velos/gravel/grail-7-etap/50030272.html,€,False,True,2022-03-19 05:00:29.153302
Commuter 9 LTD,2399.0,2499.0,L,Grey,50030122_0001063199,https://www.canyon.com/fr-be/outlet/urban-bikes/commuter-9-ltd/50030122.html,€,False,True,2022-03-19 05:00:29.153302
Commuter 9 LTD,2399.0,2499.0,M,Grey,50030178_0001063234,https://www.canyon.com/fr-be/outlet/urban-bikes/commuter-9-ltd/50030178.html,€,False,True,2022-03-19 05:00:29.153302
Endurace:ON 7.0,2549.0,2999.0,M,Asphalt Black,50017964_0001063109,https://www.canyon.com/fr-be/promo-velos/electriques/endurace-on-7.0/50017964.html,€,False,True,2022-03-19 05:00:29.153302
Exceed CF 7,2599.0,2799.0,L,Quick Silver,50019059_0001063241,https://www.canyon.com/fr-be/promo-velos/vtt/exceed-cf-7/50019059.html,€,False,True,2022-03-19 05:00:29.153302
Inflite CF SL 7,2649.0,2799.0,S,Prestige Pink,50030305_0001063263,https://www.canyon.com/fr-be/promo-velos/route/inflite-cf-sl-7/50030305.html,€,False,True,2022-03-19 05:00:29.153302
Exceed CF 7,2749.0,2899.0,L,Quick Silver,50029907_0001063362,https://www.canyon.com/fr-be/promo-velos/vtt/exceed-cf-7/50029907.html,€,False,True,2022-03-19 05:00:29.153302
Pathlite:ON 6,2849.0,2999.0,XL,Tundra Green,50022955_0001063145,https://www.canyon.com/fr-be/outlet/fitness-bikes/pathlite-on-6/50022955.html,€,False,True,2022-03-19 05:00:29.153302
Exceed CF 7,2849.0,2899.0,M,Quick Silver,50030110_0001063103,https://www.canyon.com/fr-be/promo-velos/vtt/exceed-cf-7/50030110.html,€,False,True,2022-03-19 05:00:29.153302
Grizl CF SL 8 Suspension,2949.0,3199.0,XL,Earl Grey,50029703_0001063108,https://www.canyon.com/fr-be/promo-velos/gravel/grizl-cf-sl-8-suspension/50029703.html,€,False,True,2022-03-19 05:00:29.153302
Pathlite:ON 7,2949.0,3399.0,XL,Stealth,50022923_0001063135,https://www.canyon.com/fr-be/outlet/fitness-bikes/pathlite-on-7/50022923.html,€,False,True,2022-03-19 05:00:29.153302
Spectral 125 AL 6,2949.0,2999.0,M,Flat Earth,50030290_0001063204,https://www.canyon.com/fr-be/promo-velos/vtt/spectral-125-al-6/50030290.html,€,False,True,2022-03-19 05:00:29.153302
Roadlite:ON 7,3149.0,3399.0,M,Light Grey,50023722_0001063182,https://www.canyon.com/fr-be/outlet/fitness-bikes/roadlite-on-7/50023722.html,€,False,True,2022-03-19 05:00:29.153302
Commuter:ON 7 WMN,3149.0,3299.0,M,Champagne,50023475_0001063106,https://www.canyon.com/fr-be/outlet/urban-bikes/commuter-on-7-wmn/50023475.html,€,False,True,2022-03-19 05:00:29.153302
Grizl CF SL 7 eTap,3149.0,3299.0,M,Wildberry Splatter,50029816_0001063176,https://www.canyon.com/fr-be/promo-velos/gravel/grizl-cf-sl-7-etap/50029816.html,€,False,True,2022-03-19 05:00:29.153302
Roadlite:ON 7,3149.0,3399.0,S,Light Grey,50023763_0001063249,https://www.canyon.com/fr-be/outlet/fitness-bikes/roadlite-on-7/50023763.html,€,False,True,2022-03-19 05:00:29.153302
Grizl CF SL 7 eTap,3249.0,3299.0,XL,Earl Grey,50029824_0001063246,https://www.canyon.com/fr-be/promo-velos/gravel/grizl-cf-sl-7-etap/50029824.html,€,False,True,2022-03-19 05:00:29.153302
Commuter:ON 7 WMN,3249.0,3299.0,XS,Cherry,50019849_0001063202,https://www.canyon.com/fr-be/outlet/urban-bikes/commuter-on-7-wmn/50019849.html,€,False,True,2022-03-19 05:00:29.153302
Ultimate CF SL 7 Disc eTap,3249.0,3299.0,2XL,True Dark Red,50030275_0001063206,https://www.canyon.com/fr-be/promo-velos/route/ultimate-cf-sl-7-disc-etap/50030275.html,€,False,True,2022-03-19 05:00:29.153302
Commuter:ON 7 WMN,3249.0,3299.0,M,Cherry,50024662_0001063355,https://www.canyon.com/fr-be/outlet/urban-bikes/commuter-on-7-wmn/50024662.html,€,False,True,2022-03-19 05:00:29.153302
Spectral 125 CF 7,3449.0,3499.0,XL,Big Bamboo,50030267_0001063126,https://www.canyon.com/fr-be/promo-velos/vtt/spectral-125-cf-7/50030267.html,€,False,True,2022-03-19 05:00:29.153302
Speedmax CF 7 DISC,3499.0,3699.0,M,Flash Yellow,50019745_0001063255,https://www.canyon.com/fr-be/promo-velos/route/speedmax-cf-7-disc/50019745.html,€,False,True,2022-03-19 05:00:29.153302
Strive CF 8,3949.0,4199.0,S,X-Ray,50030268_0001063130,https://www.canyon.com/fr-be/promo-velos/vtt/strive-cf-8/50030268.html,€,False,True,2022-03-19 05:00:29.153302
Speedmax CF 8 Disc,3999.0,4199.0,M,Flash Yellow,50029983_0001063071,https://www.canyon.com/fr-be/promo-velos/route/speedmax-cf-8-disc/50029983.html,€,False,True,2022-03-19 05:00:29.153302
Grail CF SL 8 Di2,4099.0,4199.0,L,Sand,50030296_0001063203,https://www.canyon.com/fr-be/promo-velos/gravel/grail-cf-sl-8-di2/50030296.html,€,False,True,2022-03-19 05:00:29.153302
Torque:ON 8,4449.0,4799.0,L,Shades of Stealth,50019616_0001063011,https://www.canyon.com/fr-be/promo-velos/electriques/torque-on-8/50019616.html,€,False,True,2022-03-19 05:00:29.153302
Pathlite:ON 9.0,4549.0,4999.0,M,Tundra Green,50019748_0001063143,https://www.canyon.com/fr-be/outlet/fitness-bikes/pathlite-on-9.0/50019748.html,€,False,True,2022-03-19 05:00:29.153302
Grizl CF SLX 8 Di2,4599.0,4699.0,M,Kale Smash,50024742_0001063201,https://www.canyon.com/fr-be/promo-velos/gravel/grizl-cf-slx-8-di2/50024742.html,€,False,True,2022-03-19 05:00:29.153302
Torque Mullet CF 8,4599.0,4799.0,XL,Exhaust Black,50030302_0001063266,https://www.canyon.com/fr-be/promo-velos/vtt/torque-mullet-cf-8/50030302.html,€,False,True,2022-03-19 05:00:29.153302
Spectral:ON CF 8.0,4699.0,5599.0,XL,Shades of Stealth,50018689_0001062945,https://www.canyon.com/fr-be/promo-velos/electriques/spectral-on-cf-8.0/50018689.html,€,False,True,2022-03-19 05:00:29.153302
Grizl CF SLX 8 eTap Suspension,4749.0,4999.0,XL,Kale Smash,50030301_0001063265,https://www.canyon.com/fr-be/promo-velos/gravel/grizl-cf-slx-8-etap-suspension/50030301.html,€,False,True,2022-03-19 05:00:29.153302
Speedmax CF 7 Disc eTap,4899.0,4999.0,XS,Stealth,50029951_0001063252,https://www.canyon.com/fr-be/promo-velos/route/speedmax-cf-7-disc-etap/50029951.html,€,False,True,2022-03-19 05:00:29.153302
Grail CF SLX 8 Di2,5099.0,5199.0,L,Forest Fade,50030187_0001063195,https://www.canyon.com/fr-be/promo-velos/gravel/grail-cf-slx-8-di2/50030187.html,€,False,True,2022-03-19 05:00:29.153302
Neuron CF SLX 9,5249.0,5599.0,M,Visible Black,50019377_0001063262,https://www.canyon.com/fr-be/promo-velos/vtt/neuron-cf-slx-9/50019377.html,€,False,True,2022-03-19 05:00:29.153302
Speedmax CF 8 Disc Di2,5699.0,5999.0,M,Stealth,50030155_0001063123,https://www.canyon.com/fr-be/speedmax-cf-8-disc-di2/50030155.html,€,False,True,2022-03-19 05:00:29.153302
Ultimate CF SLX 9.0 Team Movistar,5799.0,6999.0,XS,Movistar Blue,50014269_0001062365,https://www.canyon.com/fr-be/promo-velos/professionnels/ultimate-cf-slx-9.0-team-movistar/50014269.html,€,False,True,2022-03-19 05:00:29.153302
Ultimate CF SLX 9.0 Team Movistar,5799.0,7299.0,L,Movistar Blue,50014272_0001062362,https://www.canyon.com/fr-be/promo-velos/professionnels/ultimate-cf-slx-9.0-team-movistar/50014272.html,€,False,True,2022-03-19 05:00:29.153302
Speedmax CF 8 DISC eTap,6199.0,6499.0,S,Non Mint,50019499_0001063081,https://www.canyon.com/fr-be/promo-velos/route/speedmax-cf-8-disc-etap/50019499.html,€,False,True,2022-03-19 05:00:29.153302
Lux CF SLX 9 LTD,6849.0,6999.0,M,Eclipse White,50030055_0001061932,https://www.canyon.com/fr-be/promo-velos/vtt/lux-cf-slx-9-ltd/50030055.html,€,False,True,2022-03-19 05:00:29.153302
Speedmax CF SLX 9.0 TT,6999.0,9499.0,L,half blue,50009232_0001063150,https://www.canyon.com/fr-be/promo-velos/route/speedmax-cf-slx-9.0-tt/50009232.html,€,False,True,2022-03-19 05:00:29.153302
Endurace CF SLX 9 Disc eTap,7549.0,7699.0,XS,Stealth,50030022_0001063124,https://www.canyon.com/fr-be/promo-velos/route/endurace-cf-slx-9-disc-etap/50030022.html,€,False,True,2022-03-19 05:00:29.153302
Roadlite 6,1119.0,1199.0,M,Light Grey,50019178_0001063254,https://www.canyon.com/fr-be/outlet/fitness-bikes/roadlite-6/50019178.html,€,False,True,2022-03-20 05:00:19.245631
Precede:ON CF 9 ST,4349.0,4999.0,S,Champagne,50023563_0001062293,https://www.canyon.com/fr-be/outlet/urban-bikes/precede-on-cf-9-st/50023563.html,€,False,True,2022-03-20 05:00:19.245631
Commuter 7 WMN,1699.0,1799.0,M,Champagne,50022925_0001063117,https://www.canyon.com/fr-be/outlet/urban-bikes/commuter-7-wmn/50022925.html,€,True,True,2022-03-21 05:00:14.652709
